250	2.74085939	3.39327815
255	3.08200702	3.36721774
260	3.42660945	3.12138341
265	3.55795393	2.8480854
270	3.62266091	2.62421713
275	3.64544268	2.43205942
280	3.63581286	2.27114008
285	3.60354937	2.14489633
290	3.56109037	2.05500275
295	3.52116916	1.99777529
300	3.49255153	1.96454334
305	3.47783357	1.9454342
310	3.47484287	1.93321273
315	3.47969285	1.92466181
320	3.48924434	1.91996622
325	3.50254821	1.92137619
330	3.52161558	1.93158079
335	3.55143694	1.95163111
340	3.59850564	1.97865761
345	3.66713269	2.00470566
350	3.752841	2.0199076
355	3.84667821	2.03503674
360	3.98602073	2.04655759
365	4.15490189	2.00131735
370	4.31266388	1.90067303
375	4.44073682	1.76003084
380	4.53041597	1.59552466
385	4.57989249	1.42248118
390	4.59254541	1.2537499
395	4.57507777	1.0986303
400	4.53567357	0.962576703
405	4.48244971	0.847572229
410	4.42238543	0.752934489
415	4.3607754	0.676285847
420	4.30113826	0.614460533
425	4.24544026	0.564204549
430	4.19447471	0.522615043
435	4.14826441	0.48734293
440	4.10640339	0.456623124
445	4.0683044	0.429205464
450	4.03335369	0.40424565
455	4.00099272	0.381194474
460	3.97075208	0.359703978
465	3.94225655	0.339556392
470	3.91521518	0.320614407
475	3.88940681	0.302788333
480	3.86466522	0.286015448
485	3.84086611	0.270247593
490	3.81791657	0.25544399
495	3.79574692	0.241567312
500	3.7743045	0.228581575
505	3.7535492	0.21645117
510	3.73345002	0.20514043
515	3.71398266	0.19461353
520	3.69512761	0.184834526
525	3.67686888	0.175767511
530	3.65919294	0.167376742
535	3.64208797	0.159626794
540	3.62554331	0.152482711
545	3.60954905	0.145910134
550	3.59409573	0.139875413
555	3.57917409	0.134345696
560	3.56477497	0.129288998
565	3.55088914	0.124674248
570	3.53750724	0.120471302
575	3.52461977	0.116651037
580	3.51221698	0.113185281
585	3.50028892	0.110046829
590	3.48882525	0.107209398
595	3.47781544	0.104647714
600	3.46724864	0.102337493
605	3.45711351	0.100255257
610	3.44739858	0.0983786638
615	3.43809179	0.0966861837
620	3.42918087	0.0951573673
625	3.42065307	0.0937727165
630	3.41249534	0.0925137968
635	3.40469427	0.091363205
640	3.3972362	0.0903046757
645	3.39010708	0.0893229756
650	3.3832929	0.0884041143
655	3.37677922	0.0875351447
660	3.37055176	0.086704341
665	3.36459623	0.0859011159
670	3.35889821	0.0851159766
675	3.35344365	0.0843405841
680	3.34821873	0.0835676622
685	3.3432098	0.0827909569
690	3.33840353	0.0820051955
695	3.33378721	0.0812060378
700	3.32934851	0.0803899939
705	3.32507555	0.0795543665
710	3.32095703	0.0786971824
715	3.31698213	0.0778171314
720	3.31314077	0.0769134648
725	3.30942338	0.0759859544
730	3.30582099	0.0750348188
735	3.30232522	0.0740606601
740	3.29892825	0.0730644051
745	3.29562304	0.0720471815
750	3.29240242	0.0710105436
755	3.28926043	0.0699560438
760	3.2861916	0.0688852887
765	3.2831906	0.0678001378
770	3.28025269	0.0667024506
775	3.27737354	0.0655941179
780	3.27454923	0.0644770342
785	3.27177621	0.0633530788
790	3.26905126	0.0622240969
795	3.26637146	0.0610918846
800	3.26373422	0.0599581783
805	3.26113717	0.0588246447
810	3.25857822	0.0576928736
815	3.25605547	0.0565643734
820	3.25356721	0.0554405844
825	3.25111191	0.0543228848
830	3.24868828	0.0532124683
835	3.24629512	0.0521104874
840	3.24393138	0.0510180074
845	3.24159612	0.0499360094
850	3.23928848	0.0488654111
855	3.23700766	0.0478071195
860	3.23475308	0.0467617679
865	3.23252416	0.045730009
870	3.23032039	0.0447124305
875	3.22814124	0.0437096382
880	3.22598632	0.0427220895
885	3.22385531	0.0417500879
890	3.22174789	0.0407939641
895	3.2196637	0.0398541128
900	3.2176025	0.0389307428
905	3.21556409	0.0380239368
910	3.21354823	0.0371338431
915	3.21155467	0.0362607644
920	3.20958328	0.0354045401
925	3.2076339	0.034565186
930	3.20570629	0.033742896
935	3.20380035	0.0329374731
940	3.20191594	0.0321487945
945	3.20005286	0.0313769888
950	3.198211	0.0306217708
955	3.19639024	0.0298829507
960	3.19459039	0.0291606467
965	3.19281134	0.0284544159
970	3.19105297	0.0277641499
975	3.18931509	0.0270897764
980	3.18759761	0.0264308591
985	3.18590035	0.0257874068
990	3.18422319	0.0251590461
995	3.18256596	0.0245455257
1000	3.18092853	0.0239467688
