3.10E-07	1.74E+00	
3.14E-07	1.77E+00	
3.18E-07	1.81E+00	
3.22E-07	1.85E+00	
3.26E-07	1.90E+00	
3.31E-07	1.95E+00	
3.35E-07	2.02E+00	
3.40E-07	2.08E+00	
3.44E-07	2.15E+00	
3.49E-07	2.22E+00	
3.54E-07	2.29E+00	
3.59E-07	2.35E+00	
3.65E-07	2.40E+00	
3.70E-07	2.44E+00	
3.76E-07	2.47E+00	
3.82E-07	2.48E+00	
3.88E-07	2.49E+00	
3.94E-07	2.50E+00	
4.00E-07	2.50E+00	
4.07E-07	2.49E+00	
4.13E-07	2.49E+00	
4.20E-07	2.48E+00	
4.28E-07	2.48E+00	
4.35E-07	2.48E+00	
4.43E-07	2.49E+00	
4.51E-07	2.50E+00	
4.59E-07	2.52E+00	
4.68E-07	2.54E+00	
4.77E-07	2.57E+00	
4.86E-07	2.59E+00	
4.96E-07	2.60E+00	
5.06E-07	2.61E+00	
5.17E-07	2.61E+00	
5.28E-07	2.59E+00	
5.39E-07	2.57E+00	
5.51E-07	2.55E+00	
5.64E-07	2.52E+00	
5.77E-07	2.50E+00	
5.90E-07	2.47E+00	
6.05E-07	2.45E+00	
6.20E-07	2.43E+00	
6.36E-07	2.41E+00	
6.53E-07	2.40E+00	
6.70E-07	2.41E+00	
6.89E-07	2.42E+00	
7.09E-07	2.44E+00	
7.29E-07	2.42E+00	
7.52E-07	2.36E+00	
7.75E-07	2.30E+00	
8.00E-07	2.26E+00	
8.27E-07	2.24E+00	
8.55E-07	2.22E+00	
8.86E-07	2.20E+00	
9.19E-07	2.19E+00	
9.54E-07	2.18E+00	
9.92E-07	2.17E+00	
1.03E-06	2.16E+00	
1.08E-06	2.15E+00	
1.13E-06	2.14E+00	
1.18E-06	2.13E+00	
1.24E-06	2.13E+00	
1.31E-06	2.12E+00	
1.38E-06	2.11E+00	
1.46E-06	2.11E+00	
1.55E-06	2.10E+00	
1.65E-06	2.10E+00	
1.77E-06	2.09E+00	
1.91E-06	2.09E+00	
2.07E-06	2.08E+00	
