2.6762,2.519,2.3617,2.2045,2.0472,1.8908,2.048,2.2052,2.3624,2.5196,2.6768,2.8341,2.9913,3.1485,3.3057,3.4629,3.6201,3.7774,3.9346,4.0918,4.249,4.4062,4.5635,4.7207,4.5635,4.4062,4.249,4.0918,3.9346,3.7774,3.9335,4.0908,4.2482,4.4056,4.2482,4.0908,3.9335,3.7761,3.6187,3.4613,3.3039,3.1466,2.9892,2.8318,2.6744,2.517,2.3597,2.2023,2.0462,2.2035,2.3608,2.5181,2.6754,2.8327,2.99,3.1474,3.3047,3.462,3.6193,3.7766,3.9339,4.0912,4.2485,4.4059,4.5632,4.7205,4.8778,5.0351,4.8778,4.7205,4.5632,4.4059,4.2485,4.0912,3.9339,3.7766,3.6193,3.462,3.3047,3.1474,2.99,2.8327,2.6754,2.5181,2.3608,2.2035,2.0462,1.8889,1.7315,1.5742,1.4169,1.2596,1.1061,1.2633,1.4204,1.5776,1.4204,1.2633,1.1061,0.94894,0.94408,1.1014,1.2588,1.4161,1.5735,1.7308,1.8882,2.0455,2.2029,2.3602,2.5176,2.6749,2.8322,2.9896,2.8322,2.6749,2.5176,2.3602,2.2029,2.0455,1.8882,1.7308,1.5735,1.4161,1.2588,1.1014,0.94408,0.78674
2.8335,2.6762,2.519,2.3617,2.2045,2.048,2.2052,2.3624,2.5196,2.6768,2.8341,2.9913,3.1485,3.3057,3.4629,3.6201,3.7774,3.9346,4.0918,4.249,4.4062,4.5635,4.7207,4.8779,4.7207,4.5635,4.4062,4.249,4.0918,3.9346,3.7774,3.9335,4.0908,4.2482,4.0908,3.9335,3.7761,3.6187,3.4613,3.3039,3.1466,2.9892,2.8318,2.6744,2.517,2.3597,2.2023,2.0449,1.8889,2.0462,2.2035,2.3608,2.5181,2.6754,2.8327,2.99,3.1474,3.3047,3.462,3.6193,3.7766,3.9339,4.0912,4.2485,4.4059,4.5632,4.7205,4.8778,4.7205,4.5632,4.4059,4.2485,4.0912,3.9339,3.7766,3.6193,3.462,3.3047,3.1474,2.99,2.8327,2.6754,2.5181,2.3608,2.2035,2.0462,1.8889,1.7315,1.5742,1.4169,1.2596,1.1023,0.94894,1.1061,1.2633,1.4204,1.2633,1.1061,0.94894,0.79178,0.78674,0.94408,1.1014,1.2588,1.4161,1.5735,1.7308,1.8882,2.0455,2.2029,2.3602,2.5176,2.6749,2.8322,2.6749,2.5176,2.3602,2.2029,2.0455,1.8882,1.7308,1.5735,1.4161,1.2588,1.1014,0.94408,0.78674,0.79062
2.9908,2.8335,2.6762,2.519,2.3617,2.2052,2.3624,2.5196,2.6768,2.8341,2.9913,3.1485,3.3057,3.4629,3.6201,3.7774,3.9346,4.0918,4.249,4.4062,4.5635,4.7207,4.8779,5.0351,4.8779,4.7207,4.5635,4.4062,4.249,4.0918,3.9346,3.7774,3.9335,4.0908,3.9335,3.7761,3.6187,3.4613,3.3039,3.1466,2.9892,2.8318,2.6744,2.517,2.3597,2.2023,2.0449,1.8875,1.7315,1.8889,2.0462,2.2035,2.3608,2.5181,2.6754,2.8327,2.99,3.1474,3.3047,3.462,3.6193,3.7766,3.9339,4.0912,4.2485,4.4059,4.5632,4.7205,4.5632,4.4059,4.2485,4.0912,3.9339,3.7766,3.6193,3.462,3.3047,3.1474,2.99,2.8327,2.6754,2.5181,2.3608,2.2035,2.0462,1.8889,1.7315,1.5742,1.4169,1.2596,1.1023,1.1057,0.94856,0.94894,1.1061,1.2633,1.1061,0.94894,0.79178,0.63517,0.79231,0.94945,1.1066,1.2637,1.4209,1.578,1.5735,1.7308,1.8882,2.0455,2.2029,2.3602,2.5176,2.6749,2.5176,2.3602,2.2029,2.0455,1.8882,1.7308,1.5735,1.4161,1.2588,1.1014,0.94408,0.78674,0.79062,0.94783
3.148,2.9908,2.8335,2.6762,2.519,2.3617,2.2052,2.3624,2.5196,2.6768,2.8341,2.9913,3.1485,3.3057,3.4629,3.6201,3.7774,3.9346,4.0918,4.249,4.4062,4.5635,4.7207,4.8779,4.7207,4.5635,4.4062,4.249,4.0918,3.9346,3.7774,3.6201,3.7761,3.9335,3.7761,3.6187,3.4613,3.3039,3.1466,2.9892,2.8318,2.6744,2.517,2.3597,2.2023,2.0449,1.8875,1.7301,1.5742,1.7315,1.8889,2.0462,2.2035,2.3608,2.5181,2.6754,2.8327,2.99,3.1474,3.3047,3.462,3.6193,3.7766,3.9339,4.0912,4.2485,4.4059,4.5632,4.4059,4.2485,4.0912,3.9339,3.7766,3.6193,3.462,3.3047,3.1474,2.99,2.8327,2.6754,2.5181,2.3608,2.2035,2.0462,1.8889,1.7315,1.5742,1.4169,1.2596,1.1023,1.1057,1.2629,1.1057,0.94856,0.94894,1.1061,0.94894,0.79178,0.63517,0.79231,0.94945,1.1066,1.2637,1.4209,1.578,1.7352,1.578,1.5735,1.7308,1.8882,2.0455,2.2029,2.3602,2.5176,2.3602,2.2029,2.0455,1.8882,1.7308,1.5735,1.4161,1.2588,1.1014,0.94408,0.78674,0.79062,0.94783,1.105
3.3053,3.148,2.9908,2.8335,2.6762,2.519,2.3617,2.2052,2.3624,2.5196,2.6768,2.8341,2.9913,3.1485,3.3057,3.4629,3.6201,3.7774,3.9346,4.0918,4.249,4.4062,4.5635,4.7207,4.5635,4.4062,4.249,4.0918,3.9346,3.7774,3.6201,3.4629,3.6187,3.7761,3.6187,3.4613,3.3039,3.1466,2.9892,2.8318,2.6744,2.517,2.3597,2.2023,2.0449,1.8875,1.7301,1.5728,1.4169,1.5742,1.7315,1.8889,2.0462,2.2035,2.3608,2.5181,2.6754,2.8327,2.99,3.1474,3.3047,3.462,3.6193,3.7766,3.9339,4.0912,4.2485,4.4059,4.2485,4.0912,3.9339,3.7766,3.6193,3.462,3.3047,3.1474,2.99,2.8327,2.6754,2.5181,2.3608,2.2035,2.0462,1.8889,1.7315,1.5742,1.4169,1.2596,1.1023,1.1057,1.2629,1.4201,1.2629,1.1057,0.94856,0.94894,0.79178,0.63517,0.79231,0.94945,1.1066,1.2637,1.4209,1.578,1.7352,1.8923,1.7352,1.578,1.5735,1.7308,1.8882,2.0455,2.2029,2.3602,2.2029,2.0455,1.8882,1.7308,1.5735,1.4161,1.2588,1.1014,0.94408,0.78674,0.79062,0.94783,1.105,1.2622
3.4625,3.3053,3.148,2.9908,2.8335,2.6762,2.519,2.3617,2.2052,2.3624,2.5196,2.6768,2.8341,2.9913,3.1485,3.3057,3.4629,3.6201,3.7774,3.9346,4.0918,4.249,4.4062,4.5635,4.4062,4.249,4.0918,3.9346,3.7774,3.6201,3.4629,3.3057,3.4613,3.6187,3.4613,3.3039,3.1466,2.9892,2.8318,2.6744,2.517,2.3597,2.2023,2.0449,1.8875,1.7301,1.5728,1.4154,1.2596,1.4169,1.5742,1.7315,1.8889,2.0462,2.2035,2.3608,2.5181,2.6754,2.8327,2.99,3.1474,3.3047,3.462,3.6193,3.7766,3.9339,4.0912,4.2485,4.0912,3.9339,3.7766,3.6193,3.462,3.3047,3.1474,2.99,2.8327,2.6754,2.5181,2.3608,2.2035,2.0462,1.8889,1.7315,1.5742,1.4169,1.2596,1.1023,1.1057,1.2629,1.4201,1.5773,1.4201,1.2629,1.1057,0.94856,0.79138,0.79231,0.94945,1.1066,1.2637,1.4209,1.578,1.7352,1.8923,2.0494,1.8923,1.7352,1.578,1.5735,1.7308,1.8882,2.0455,2.2029,2.0455,1.8882,1.7308,1.5735,1.4161,1.2588,1.1014,0.94408,0.78674,0.79062,0.94783,1.105,1.2622,1.4194
3.6198,3.4625,3.3053,3.148,2.9908,2.8335,2.6762,2.519,2.3617,2.5187,2.676,2.8333,2.6768,2.8341,2.9913,3.1485,3.3057,3.4629,3.6201,3.7774,3.9346,4.0918,4.249,4.4062,4.249,4.0918,3.9346,3.7774,3.6201,3.4629,3.3057,3.1485,3.3039,3.4613,3.3039,3.1466,2.9892,2.8318,2.6744,2.517,2.3597,2.2023,2.0449,1.8875,1.7301,1.5728,1.4154,1.258,1.1023,1.2596,1.4169,1.5742,1.7315,1.8889,2.0462,2.2035,2.3608,2.5181,2.6754,2.8327,2.99,3.1474,3.3047,3.462,3.6193,3.7766,3.9339,4.0912,3.9339,3.7766,3.6193,3.6198,3.4626,3.3053,3.148,2.9908,2.8335,2.6763,2.519,2.3618,2.2045,2.0473,1.89,1.7328,1.5755,1.4182,1.261,1.1057,1.2629,1.4201,1.5773,1.7344,1.5773,1.4201,1.2629,1.1057,0.94856,0.94945,1.1066,1.2637,1.4209,1.578,1.7352,1.8923,2.0494,2.2066,2.0494,1.8923,1.7352,1.578,1.5735,1.7308,1.8882,2.0455,1.8882,1.7308,1.5735,1.4161,1.2588,1.1014,0.94408,0.78674,0.79062,0.94783,1.105,1.2622,1.4194,1.5766
3.4625,3.3053,3.148,2.9908,2.8335,2.6762,2.519,2.3617,2.5187,2.676,2.8333,2.9905,2.8333,2.6768,2.8341,2.9913,3.1485,3.3057,3.4629,3.6201,3.7774,3.9346,4.0918,4.249,4.0918,3.9346,3.7774,3.6201,3.4629,3.3057,3.1485,2.9913,3.1466,3.3039,3.1466,2.9892,2.8318,2.6744,2.517,2.3597,2.2023,2.0449,1.8875,1.7301,1.5728,1.4154,1.258,1.1006,0.94498,1.1023,1.2596,1.4169,1.5742,1.7315,1.8889,2.0462,2.2035,2.3608,2.5181,2.6754,2.8327,2.99,3.1474,3.3047,3.462,3.6193,3.7766,3.9339,3.7766,3.6193,3.6198,3.7771,3.6198,3.4626,3.3053,3.148,2.9908,2.8335,2.6763,2.519,2.3618,2.2045,2.0473,1.89,1.7328,1.5755,1.4182,1.2629,1.4201,1.5773,1.7344,1.8916,1.7344,1.5773,1.4201,1.2629,1.1057,1.1066,1.2637,1.4209,1.578,1.7352,1.8923,2.0494,2.2066,2.3637,2.2066,2.0494,1.8923,1.7352,1.578,1.5735,1.7308,1.8882,1.7308,1.5735,1.4161,1.2588,1.1014,0.94408,0.78674,0.62939,0.63342,0.79062,0.94783,1.105,1.2622,1.4194
3.3053,3.148,2.9908,2.8335,2.6762,2.519,2.3617,2.5187,2.676,2.8333,2.9905,3.1478,2.9905,2.8333,2.6768,2.8341,2.9913,3.1485,3.3057,3.4629,3.6201,3.7774,3.9346,4.0918,3.9346,3.7774,3.6201,3.4629,3.3057,3.1485,2.9913,2.8341,2.9892,3.1466,2.9892,2.8318,2.6744,2.517,2.3597,2.2023,2.0449,1.8875,1.7301,1.5728,1.4154,1.258,1.1006,0.94324,0.94786,1.1051,1.2623,1.4195,1.5767,1.7339,1.8911,2.0483,2.2055,2.3627,2.3608,2.5181,2.6754,2.8327,2.99,3.1474,3.3047,3.462,3.6193,3.7766,3.6193,3.6198,3.7771,3.9343,3.7771,3.6198,3.4626,3.3053,3.148,2.9908,2.8335,2.6763,2.519,2.3618,2.2045,2.0473,1.89,1.7328,1.5755,1.4201,1.5773,1.7344,1.8916,2.0488,1.8916,1.7344,1.5773,1.4201,1.2629,1.2637,1.4209,1.578,1.7352,1.8923,2.0494,2.2066,2.3637,2.5209,2.3637,2.2066,2.0494,1.8923,1.7352,1.578,1.5735,1.7308,1.5735,1.4161,1.2588,1.1014,0.94408,0.78674,0.62939,0.47204,0.47622,0.63342,0.79062,0.94783,1.105,1.2622
3.148,2.9908,2.8335,2.6762,2.519,2.3617,2.5187,2.676,2.8333,2.9905,3.1478,3.3051,3.1478,2.9905,2.8333,2.6768,2.8341,2.9913,3.1485,3.3057,3.4629,3.6201,3.7774,3.9346,3.7774,3.6201,3.4629,3.3057,3.1485,2.9913,2.8341,2.6768,2.8318,2.9892,2.8318,2.6744,2.517,2.3597,2.2023,2.0449,1.8875,1.7301,1.5728,1.4154,1.258,1.1006,1.1036,0.94786,1.1051,1.2623,1.4195,1.5767,1.7339,1.8911,2.0483,2.2055,2.3627,2.5199,2.3627,2.3608,2.5181,2.6754,2.8327,2.99,3.1474,3.3047,3.462,3.6193,3.6198,3.7771,3.9343,4.0916,3.9343,3.7771,3.6198,3.4626,3.3053,3.148,2.9908,2.8335,2.6763,2.519,2.3618,2.2045,2.0473,1.89,1.7328,1.5773,1.7344,1.8916,2.0488,2.206,2.0488,1.8916,1.7344,1.5773,1.4201,1.4209,1.578,1.7352,1.8923,2.0494,2.2066,2.3637,2.5209,2.678,2.5209,2.3637,2.2066,2.0494,1.8923,1.7352,1.578,1.5735,1.4161,1.2588,1.1014,0.94408,0.78674,0.62939,0.47204,0.31469,0.31901,0.47622,0.63342,0.79062,0.94783,1.105
